Year,Country / territory of asylum/residence,Origin,Population type,Value
2004,Sudan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2004,Slovakia,Syrian Arab Rep.,Asylum-seekers,16
2004,Sweden,Syrian Arab Rep.,Asylum-seekers,606
2004,Sweden,Syrian Arab Rep.,Refugees (incl. refugee-like situations),940
2004,Tunisia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2004,Turkey,Syrian Arab Rep.,Asylum-seekers,14
2004,Ukraine,Syrian Arab Rep.,Asylum-seekers,43
2004,Ukraine,Syrian Arab Rep.,Refugees (incl. refugee-like situations),40
2004,United States of America,Syrian Arab Rep.,Asylum-seekers,207
2004,United States of America,Syrian Arab Rep.,Refugees (incl. refugee-like situations),197
2004,Uzbekistan,Syrian Arab Rep.,Asylum-seekers,8
2004,Yemen,Syrian Arab Rep.,Asylum-seekers,43
2004,Yemen,Syrian Arab Rep.,Refugees (incl. refugee-like situations),25
2005,United Arab Emirates,Syrian Arab Rep.,Asylum-seekers,55
2005,United Arab Emirates,Syrian Arab Rep.,Refugees (incl. refugee-like situations),34
2005,Australia,Syrian Arab Rep.,Asylum-seekers,3
2005,Australia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),124
2005,Austria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),122
2005,Azerbaijan,Syrian Arab Rep.,Asylum-seekers,2
2005,Azerbaijan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2005,Belgium,Syrian Arab Rep.,Asylum-seekers,409
2005,Belgium,Syrian Arab Rep.,Refugees (incl. refugee-like situations),115
2005,Benin,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2005,Bulgaria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),78
2005,Bosnia and Herzegovina,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2005,Belarus,Syrian Arab Rep.,Asylum-seekers,1
2005,Brazil,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2005,Canada,Syrian Arab Rep.,Asylum-seekers,64
2005,Canada,Syrian Arab Rep.,Refugees (incl. refugee-like situations),397
2005,Switzerland,Syrian Arab Rep.,Asylum-seekers,91
2005,Switzerland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),294
2005,Côte d'Ivoire,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3
2005,Cyprus,Syrian Arab Rep.,Asylum-seekers,1535
2005,Cyprus,Syrian Arab Rep.,Refugees (incl. refugee-like situations),42
2005,Czech Rep.,Syrian Arab Rep.,Asylum-seekers,12
2005,Czech Rep.,Syrian Arab Rep.,Refugees (incl. refugee-like situations),13
2005,Germany,Syrian Arab Rep.,Asylum-seekers,2888
2005,Germany,Syrian Arab Rep.,Refugees (incl. refugee-like situations),10469
2005,Denmark,Syrian Arab Rep.,Asylum-seekers,12
2005,Denmark,Syrian Arab Rep.,Refugees (incl. refugee-like situations),188
2005,Algeria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3
2005,Ecuador,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2005,Egypt,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2
2005,Spain,Syrian Arab Rep.,Refugees (incl. refugee-like situations),21
2005,Finland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),39
2005,France,Syrian Arab Rep.,Refugees (incl. refugee-like situations),213
2005,United Kingdom,Syrian Arab Rep.,Refugees (incl. refugee-like situations),208
2005,Greece,Syrian Arab Rep.,Asylum-seekers,29
2005,Greece,Syrian Arab Rep.,Refugees (incl. refugee-like situations),49
2005,Hungary,Syrian Arab Rep.,Asylum-seekers,5
2005,Hungary,Syrian Arab Rep.,Refugees (incl. refugee-like situations),44
2005,Indonesia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2005,Ireland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),27
2005,Iraq,Syrian Arab Rep.,Asylum-seekers,774
2005,Iraq,Syrian Arab Rep.,Refugees (incl. refugee-like situations),627
2005,Iceland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2005,Israel,Syrian Arab Rep.,Asylum-seekers,2
2005,Israel,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2
2005,Italy,Syrian Arab Rep.,Refugees (incl. refugee-like situations),47
2005,Jordan,Syrian Arab Rep.,Asylum-seekers,65
2005,Jordan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),40
2005,Kyrgyzstan,Syrian Arab Rep.,Asylum-seekers,16
2005,Kuwait,Syrian Arab Rep.,Asylum-seekers,7
2005,Morocco,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3
2005,Rep. of Moldova,Syrian Arab Rep.,Asylum-seekers,17
2005,Rep. of Moldova,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8
2005,Malta,Syrian Arab Rep.,Asylum-seekers,6
2005,Malta,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8
2005,Malaysia,Syrian Arab Rep.,Asylum-seekers,1
2005,Netherlands,Syrian Arab Rep.,Asylum-seekers,336
2005,Netherlands,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1674
2005,Norway,Syrian Arab Rep.,Refugees (incl. refugee-like situations),144
2005,New Zealand,Syrian Arab Rep.,Asylum-seekers,10
2005,New Zealand,Syrian Arab Rep.,Refugees (incl. refugee-like situations),37
2005,Oman,Syrian Arab Rep.,Asylum-seekers,1
2005,Oman,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2005,Pakistan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8
2005,Peru,Syrian Arab Rep.,Asylum-seekers,2
2005,Poland,Syrian Arab Rep.,Asylum-seekers,7
2005,Poland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),6
2005,Qatar,Syrian Arab Rep.,Asylum-seekers,2
2005,Romania,Syrian Arab Rep.,Asylum-seekers,3
2005,Romania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),24
2005,Saudi Arabia,Syrian Arab Rep.,Asylum-seekers,9
2005,Saudi Arabia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2005,Sudan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2005,Slovakia,Syrian Arab Rep.,Asylum-seekers,10
2005,Sweden,Syrian Arab Rep.,Asylum-seekers,367
2005,Sweden,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1032
2005,Thailand,Syrian Arab Rep.,Asylum-seekers,1
2005,Thailand,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2005,Tunisia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2005,Turkey,Syrian Arab Rep.,Asylum-seekers,7
2005,Turkey,Syrian Arab Rep.,Refugees (incl. refugee-like situations),12
2005,Ukraine,Syrian Arab Rep.,Asylum-seekers,41
2005,Ukraine,Syrian Arab Rep.,Refugees (incl. refugee-like situations),39
2005,United States of America,Syrian Arab Rep.,Asylum-seekers,173
2005,United States of America,Syrian Arab Rep.,Refugees (incl. refugee-like situations),150
2005,Uzbekistan,Syrian Arab Rep.,Asylum-seekers,8
2005,Yemen,Syrian Arab Rep.,Asylum-seekers,33
2005,Yemen,Syrian Arab Rep.,Refugees (incl. refugee-like situations),25
2006,United Arab Emirates,Syrian Arab Rep.,Asylum-seekers,10
2006,United Arab Emirates,Syrian Arab Rep.,Refugees (incl. refugee-like situations),71
2006,Armenia,Syrian Arab Rep.,Asylum-seekers,2
2006,Australia,Syrian Arab Rep.,Asylum-seekers,9
2006,Australia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),123
2006,Austria,Syrian Arab Rep.,Asylum-seekers,290
2006,Austria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),167
2006,Azerbaijan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2006,Belgium,Syrian Arab Rep.,Asylum-seekers,153
2006,Belgium,Syrian Arab Rep.,Refugees (incl. refugee-like situations),100
2006,Benin,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2006,Bulgaria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),79
2006,Bosnia and Herzegovina,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2006,Brazil,Syrian Arab Rep.,Asylum-seekers,1
2006,Brazil,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2006,Canada,Syrian Arab Rep.,Asylum-seekers,41
2006,Canada,Syrian Arab Rep.,Refugees (incl. refugee-like situations),415
2006,Switzerland,Syrian Arab Rep.,Asylum-seekers,117
2006,Switzerland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),388
2006,Côte d'Ivoire,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3
2006,Cyprus,Syrian Arab Rep.,Asylum-seekers,2461
2006,Cyprus,Syrian Arab Rep.,Refugees (incl. refugee-like situations),50
2006,Czech Rep.,Syrian Arab Rep.,Asylum-seekers,31
2006,Czech Rep.,Syrian Arab Rep.,Refugees (incl. refugee-like situations),14
2006,Germany,Syrian Arab Rep.,Asylum-seekers,2117
2006,Germany,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5845
2006,Denmark,Syrian Arab Rep.,Asylum-seekers,11
2006,Denmark,Syrian Arab Rep.,Refugees (incl. refugee-like situations),213
2006,Algeria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3
2006,Ecuador,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2006,Egypt,Syrian Arab Rep.,Asylum-seekers,9
2006,Egypt,Syrian Arab Rep.,Refugees (incl. refugee-like situations),4
2006,Spain,Syrian Arab Rep.,Refugees (incl. refugee-like situations),21
2006,Finland,Syrian Arab Rep.,Asylum-seekers,12
2006,Finland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),42
2006,France,Syrian Arab Rep.,Refugees (incl. refugee-like situations),216
2006,United Kingdom,Syrian Arab Rep.,Refugees (incl. refugee-like situations),286
2006,Greece,Syrian Arab Rep.,Asylum-seekers,11
2006,Greece,Syrian Arab Rep.,Refugees (incl. refugee-like situations),50
2006,Hungary,Syrian Arab Rep.,Asylum-seekers,14
2006,Hungary,Syrian Arab Rep.,Refugees (incl. refugee-like situations),46
2006,Indonesia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2006,India,Syrian Arab Rep.,Asylum-seekers,6
2006,Ireland,Syrian Arab Rep.,Asylum-seekers,12
2006,Ireland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),29
2006,Iran (Islamic Rep. of),Syrian Arab Rep.,Asylum-seekers,1
2006,Iraq,Syrian Arab Rep.,Asylum-seekers,911
2006,Iraq,Syrian Arab Rep.,Refugees (incl. refugee-like situations),663
2006,Iceland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2006,Israel,Syrian Arab Rep.,Asylum-seekers,2
2006,Israel,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2
2006,Italy,Syrian Arab Rep.,Refugees (incl. refugee-like situations),62
2006,Jordan,Syrian Arab Rep.,Asylum-seekers,57
2006,Jordan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),42
2006,Kyrgyzstan,Syrian Arab Rep.,Asylum-seekers,14
2006,Kuwait,Syrian Arab Rep.,Asylum-seekers,1
2006,Lebanon,Syrian Arab Rep.,Asylum-seekers,18
2006,Lebanon,Syrian Arab Rep.,Refugees (incl. refugee-like situations),6
2006,Libya,Syrian Arab Rep.,Asylum-seekers,8
2006,Lithuania,Syrian Arab Rep.,Asylum-seekers,1
2006,Morocco,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2
2006,Rep. of Moldova,Syrian Arab Rep.,Asylum-seekers,2
2006,Rep. of Moldova,Syrian Arab Rep.,Refugees (incl. refugee-like situations),17
2006,Mexico,Syrian Arab Rep.,Asylum-seekers,1
2006,Malta,Syrian Arab Rep.,Refugees (incl. refugee-like situations),11
2006,Malaysia,Syrian Arab Rep.,Asylum-seekers,1
2006,Nigeria,Syrian Arab Rep.,Asylum-seekers,1
2006,Netherlands,Syrian Arab Rep.,Asylum-seekers,362
2006,Netherlands,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1559
2006,Norway,Syrian Arab Rep.,Asylum-seekers,82
2006,Norway,Syrian Arab Rep.,Refugees (incl. refugee-like situations),146
2006,New Zealand,Syrian Arab Rep.,Asylum-seekers,2
2006,New Zealand,Syrian Arab Rep.,Refugees (incl. refugee-like situations),38
2006,Oman,Syrian Arab Rep.,Asylum-seekers,1
2006,Oman,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2006,Pakistan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8
2006,Poland,Syrian Arab Rep.,Asylum-seekers,2
2006,Poland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2006,Qatar,Syrian Arab Rep.,Asylum-seekers,2
2006,Romania,Syrian Arab Rep.,Asylum-seekers,8
2006,Romania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),28
2006,Saudi Arabia,Syrian Arab Rep.,Asylum-seekers,10
2006,Saudi Arabia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2006,Slovakia,Syrian Arab Rep.,Asylum-seekers,10
2006,Sweden,Syrian Arab Rep.,Asylum-seekers,462
2006,Sweden,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1065
2006,Syrian Arab Rep.,Syrian Arab Rep.,Asylum-seekers,8
2006,Syrian Arab Rep.,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2006,Thailand,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2006,Tunisia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2006,Turkey,Syrian Arab Rep.,Asylum-seekers,5
2006,Turkey,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2
2006,Ukraine,Syrian Arab Rep.,Asylum-seekers,34
2006,Ukraine,Syrian Arab Rep.,Refugees (incl. refugee-like situations),37
2006,United States of America,Syrian Arab Rep.,Asylum-seekers,162
2006,United States of America,Syrian Arab Rep.,Refugees (incl. refugee-like situations),423
2006,Yemen,Syrian Arab Rep.,Asylum-seekers,38
2006,Yemen,Syrian Arab Rep.,Refugees (incl. refugee-like situations),25
2007,United Arab Emirates,Syrian Arab Rep.,Asylum-seekers,18
2007,United Arab Emirates,Syrian Arab Rep.,Refugees (incl. refugee-like situations),30
2007,Armenia,Syrian Arab Rep.,Asylum-seekers,2
2007,Australia,Syrian Arab Rep.,Asylum-seekers,2
2007,Australia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),78
2007,Austria,Syrian Arab Rep.,Asylum-seekers,326
2007,Austria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),255
2007,Azerbaijan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2007,Belgium,Syrian Arab Rep.,Refugees (incl. refugee-like situations),114
2007,Benin,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2007,Bulgaria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),85
2007,Bosnia and Herzegovina,Syrian Arab Rep.,Asylum-seekers,1
2007,Bosnia and Herzegovina,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2007,Brazil,Syrian Arab Rep.,Asylum-seekers,1
2007,Brazil,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2007,Canada,Syrian Arab Rep.,Asylum-seekers,88
2007,Canada,Syrian Arab Rep.,Refugees (incl. refugee-like situations),624
2007,Switzerland,Syrian Arab Rep.,Asylum-seekers,299
2007,Switzerland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),430
2007,Cyprus,Syrian Arab Rep.,Asylum-seekers,2262
2007,Cyprus,Syrian Arab Rep.,Refugees (incl. refugee-like situations),65
2007,Czech Rep.,Syrian Arab Rep.,Asylum-seekers,18
2007,Czech Rep.,Syrian Arab Rep.,Refugees (incl. refugee-like situations),15
2007,Germany,Syrian Arab Rep.,Asylum-seekers,1414
2007,Germany,Syrian Arab Rep.,Refugees (incl. refugee-like situations),6996
2007,Denmark,Syrian Arab Rep.,Asylum-seekers,43
2007,Denmark,Syrian Arab Rep.,Refugees (incl. refugee-like situations),218
2007,Algeria,Syrian Arab Rep.,Asylum-seekers,1
2007,Algeria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3
2007,Ecuador,Syrian Arab Rep.,Asylum-seekers,2
2007,Ecuador,Syrian Arab Rep.,Refugees (incl. refugee-like situations),10
2007,Egypt,Syrian Arab Rep.,Asylum-seekers,15
2007,Egypt,Syrian Arab Rep.,Refugees (incl. refugee-like situations),4
2007,Spain,Syrian Arab Rep.,Refugees (incl. refugee-like situations),21
2007,Finland,Syrian Arab Rep.,Asylum-seekers,5
2007,Finland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),46
2007,France,Syrian Arab Rep.,Refugees (incl. refugee-like situations),217
2007,United Kingdom,Syrian Arab Rep.,Refugees (incl. refugee-like situations),364
2007,Greece,Syrian Arab Rep.,Asylum-seekers,392
2007,Greece,Syrian Arab Rep.,Refugees (incl. refugee-like situations),47
2007,Hungary,Syrian Arab Rep.,Asylum-seekers,26
2007,Hungary,Syrian Arab Rep.,Refugees (incl. refugee-like situations),42
2007,Indonesia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2007,India,Syrian Arab Rep.,Asylum-seekers,2
2007,India,Syrian Arab Rep.,Refugees (incl. refugee-like situations),4
2007,Ireland,Syrian Arab Rep.,Asylum-seekers,13
2007,Ireland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),34
2007,Iraq,Syrian Arab Rep.,Asylum-seekers,976
2007,Iraq,Syrian Arab Rep.,Refugees (incl. refugee-like situations),590
2007,Iceland,Syrian Arab Rep.,Asylum-seekers,1
2007,Iceland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2007,Israel,Syrian Arab Rep.,Asylum-seekers,2
2007,Israel,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2
2007,Italy,Syrian Arab Rep.,Refugees (incl. refugee-like situations),84
2007,Jordan,Syrian Arab Rep.,Asylum-seekers,60
2007,Jordan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),41
2007,Kyrgyzstan,Syrian Arab Rep.,Asylum-seekers,14
2007,Kyrgyzstan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),4
2007,Kuwait,Syrian Arab Rep.,Asylum-seekers,9
2007,Lebanon,Syrian Arab Rep.,Asylum-seekers,42
2007,Lebanon,Syrian Arab Rep.,Refugees (incl. refugee-like situations),48
2007,Libya,Syrian Arab Rep.,Asylum-seekers,9
2007,Libya,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2
2007,Lithuania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3
2007,Morocco,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2
2007,Rep. of Moldova,Syrian Arab Rep.,Asylum-seekers,3
2007,Rep. of Moldova,Syrian Arab Rep.,Refugees (incl. refugee-like situations),11
2007,Malta,Syrian Arab Rep.,Refugees (incl. refugee-like situations),11
2007,Malaysia,Syrian Arab Rep.,Asylum-seekers,1
2007,Malaysia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3
2007,Netherlands,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1421
2007,Norway,Syrian Arab Rep.,Asylum-seekers,86
2007,Norway,Syrian Arab Rep.,Refugees (incl. refugee-like situations),149
2007,New Zealand,Syrian Arab Rep.,Asylum-seekers,3
2007,New Zealand,Syrian Arab Rep.,Refugees (incl. refugee-like situations),30
2007,Oman,Syrian Arab Rep.,Asylum-seekers,1
2007,Oman,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2007,Pakistan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8
2007,Poland,Syrian Arab Rep.,Asylum-seekers,4
2007,Poland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8
2007,Qatar,Syrian Arab Rep.,Asylum-seekers,2
2007,Romania,Syrian Arab Rep.,Asylum-seekers,3
2007,Romania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),29
2007,Russian Federation,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2007,Saudi Arabia,Syrian Arab Rep.,Asylum-seekers,10
2007,Saudi Arabia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2007,Slovakia,Syrian Arab Rep.,Asylum-seekers,1
2007,Slovakia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),13
2007,Sweden,Syrian Arab Rep.,Asylum-seekers,544
2007,Sweden,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1081
2007,Thailand,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2
2007,Tunisia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2007,Turkey,Syrian Arab Rep.,Asylum-seekers,19
2007,Turkey,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2007,Ukraine,Syrian Arab Rep.,Asylum-seekers,29
2007,Ukraine,Syrian Arab Rep.,Refugees (incl. refugee-like situations),36
2007,United States of America,Syrian Arab Rep.,Asylum-seekers,78
2007,United States of America,Syrian Arab Rep.,Refugees (incl. refugee-like situations),344
2007,Uzbekistan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2007,Yemen,Syrian Arab Rep.,Asylum-seekers,41
2007,Yemen,Syrian Arab Rep.,Refugees (incl. refugee-like situations),32
2008,United Arab Emirates,Syrian Arab Rep.,Asylum-seekers,22
2008,United Arab Emirates,Syrian Arab Rep.,Refugees (incl. refugee-like situations),21
2008,Australia,Syrian Arab Rep.,Asylum-seekers,11
2008,Australia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),74
2008,Austria,Syrian Arab Rep.,Asylum-seekers,357
2008,Austria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),333
2008,Belgium,Syrian Arab Rep.,Refugees (incl. refugee-like situations),152
2008,Benin,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2008,Bulgaria,Syrian Arab Rep.,Asylum-seekers,4
2008,Bulgaria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),86
2008,Bosnia and Herzegovina,Syrian Arab Rep.,Asylum-seekers,1
2008,Bosnia and Herzegovina,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2008,Brazil,Syrian Arab Rep.,Asylum-seekers,1
2008,Brazil,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2008,Canada,Syrian Arab Rep.,Asylum-seekers,133
2008,Canada,Syrian Arab Rep.,Refugees (incl. refugee-like situations),603
2008,Switzerland,Syrian Arab Rep.,Asylum-seekers,575
2008,Switzerland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),626
2008,China,Syrian Arab Rep.,Asylum-seekers,1
2008,Cyprus,Syrian Arab Rep.,Asylum-seekers,1010
2008,Cyprus,Syrian Arab Rep.,Refugees (incl. refugee-like situations),70
2008,Czech Rep.,Syrian Arab Rep.,Asylum-seekers,38
2008,Czech Rep.,Syrian Arab Rep.,Refugees (incl. refugee-like situations),16
2008,Germany,Syrian Arab Rep.,Asylum-seekers,1418
2008,Germany,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8205
2008,Denmark,Syrian Arab Rep.,Asylum-seekers,30
2008,Denmark,Syrian Arab Rep.,Refugees (incl. refugee-like situations),272
2008,Ecuador,Syrian Arab Rep.,Refugees (incl. refugee-like situations),10
2008,Egypt,Syrian Arab Rep.,Asylum-seekers,10
2008,Egypt,Syrian Arab Rep.,Refugees (incl. refugee-like situations),9
2008,Spain,Syrian Arab Rep.,Refugees (incl. refugee-like situations),34
2008,Finland,Syrian Arab Rep.,Asylum-seekers,15
2008,Finland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),50
2008,France,Syrian Arab Rep.,Refugees (incl. refugee-like situations),233
2008,United Kingdom,Syrian Arab Rep.,Refugees (incl. refugee-like situations),395
2008,Greece,Syrian Arab Rep.,Asylum-seekers,127
2008,Greece,Syrian Arab Rep.,Refugees (incl. refugee-like situations),39
2008,Hungary,Syrian Arab Rep.,Asylum-seekers,31
2008,Hungary,Syrian Arab Rep.,Refugees (incl. refugee-like situations),44
2008,India,Syrian Arab Rep.,Asylum-seekers,1
2008,Ireland,Syrian Arab Rep.,Asylum-seekers,16
2008,Ireland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),36
2008,Iraq,Syrian Arab Rep.,Asylum-seekers,1012
2008,Iraq,Syrian Arab Rep.,Refugees (incl. refugee-like situations),534
2008,Iceland,Syrian Arab Rep.,Asylum-seekers,2
2008,Iceland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2008,Israel,Syrian Arab Rep.,Asylum-seekers,2
2008,Israel,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2008,Italy,Syrian Arab Rep.,Refugees (incl. refugee-like situations),110
2008,Jordan,Syrian Arab Rep.,Asylum-seekers,124
2008,Jordan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),44
2008,Kyrgyzstan,Syrian Arab Rep.,Asylum-seekers,14
2008,Kyrgyzstan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),4
2008,Kuwait,Syrian Arab Rep.,Asylum-seekers,9
2008,Lebanon,Syrian Arab Rep.,Asylum-seekers,66
2008,Lebanon,Syrian Arab Rep.,Refugees (incl. refugee-like situations),84
2008,Libya,Syrian Arab Rep.,Asylum-seekers,12
2008,Lithuania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3
2008,Latvia,Syrian Arab Rep.,Asylum-seekers,3
2008,Rep. of Moldova,Syrian Arab Rep.,Asylum-seekers,2
2008,Rep. of Moldova,Syrian Arab Rep.,Refugees (incl. refugee-like situations),12
2008,Malta,Syrian Arab Rep.,Refugees (incl. refugee-like situations),11
2008,Netherlands,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1326
2008,Norway,Syrian Arab Rep.,Asylum-seekers,122
2008,Norway,Syrian Arab Rep.,Refugees (incl. refugee-like situations),154
2008,New Zealand,Syrian Arab Rep.,Asylum-seekers,2
2008,New Zealand,Syrian Arab Rep.,Refugees (incl. refugee-like situations),33
2008,Oman,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2008,Pakistan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8
2008,Peru,Syrian Arab Rep.,Asylum-seekers,2
2008,Poland,Syrian Arab Rep.,Asylum-seekers,4
2008,Poland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8
2008,Qatar,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2008,Romania,Syrian Arab Rep.,Asylum-seekers,6
2008,Romania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),25
2008,Russian Federation,Syrian Arab Rep.,Asylum-seekers,4
2008,Russian Federation,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2
2008,Saudi Arabia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),14
2008,Slovakia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),14
2008,Sweden,Syrian Arab Rep.,Asylum-seekers,617
2008,Sweden,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1084
2008,Thailand,Syrian Arab Rep.,Asylum-seekers,1
2008,Thailand,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2008,Tunisia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2008,Turkey,Syrian Arab Rep.,Asylum-seekers,21
2008,Turkey,Syrian Arab Rep.,Refugees (incl. refugee-like situations),12
2008,Ukraine,Syrian Arab Rep.,Asylum-seekers,47
2008,Ukraine,Syrian Arab Rep.,Refugees (incl. refugee-like situations),39
2008,United States of America,Syrian Arab Rep.,Asylum-seekers,72
2008,United States of America,Syrian Arab Rep.,Refugees (incl. refugee-like situations),320
2008,Uzbekistan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2008,Yemen,Syrian Arab Rep.,Asylum-seekers,44
2008,Yemen,Syrian Arab Rep.,Refugees (incl. refugee-like situations),32
